""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0CZ00380	672.642890842821	-2.04838976862414	0.141964743741521	-14.4288625093685	3.4065291182513e-47	2.05828514478286e-45	S_eubayanus	SPGP0CZ00380	XP_018220864.1	A0A0L8RG37	A0A0L8RG37_SACEU	DI49_3191				DI49_3191	CNB1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	175		adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion [GO:0000754]; cellular ion homeostasis [GO:0006873]; fungal-type cell wall organization [GO:0031505]	calcium-dependent protein serine/threonine phosphatase activity [GO:0004723]; calcium-dependent protein serine/threonine phosphatase regulator activity [GO:0008597]; calcium ion binding [GO:0005509]	calcineurin complex [GO:0005955]; cell [GO:0005623]; cell division site [GO:0032153]; cytoplasm [GO:0005737]																
SPGP0CZ00410	1246.2622306276	1.92479246027029	0.18001427970412	10.6924431963618	1.10423171670219e-26	1.72672290629382e-25	S_eubayanus	SPGP0CZ00410	XP_018220867.1	A0A0L8RFD9	A0A0L8RFD9_SACEU	DI49_3195				DI49_3195	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	752		long-chain fatty acid transport [GO:0015909]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]													"TRANSMEM 15..36;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 546..568;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 577..605;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 625..649;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ00460	16766.0210957205	-1.13728920760234	0.116224499662829	-9.78527944539794	1.30235026545145e-22	1.53618526663211e-21	S_eubayanus	SPGP0CZ00460	XP_018220872.1	A0A0L8RFE4	A0A0L8RFE4_SACEU	DI49_3200				DI49_3200	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	unreviewed	Saccharomyces eubayanus (Yeast)	2050	2.3.1.86; 4.2.1.59; 1.3.1.9; 2.3.1.38; 2.3.1.39; 3.1.2.14	long-chain fatty acid biosynthetic process [GO:0042759]	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; [acyl-carrier-protein] S-acetyltransferase activity [GO:0004313]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity [GO:0004317]; enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity [GO:0004319]; enoyl-[acyl-carrier-protein] reductase activity [GO:0016631]; fatty-acyl-CoA synthase activity [GO:0004321]; myristoyl-[acyl-carrier-protein] hydrolase activity [GO:0016295]; oleoyl-[acyl-carrier-protein] hydrolase activity [GO:0004320]; palmitoyl-[acyl-carrier-protein] hydrolase activity [GO:0016296]; palmitoyltransferase activity [GO:0016409]	fatty acid synthase complex [GO:0005835]; lipid droplet [GO:0005811]	FUNCTION: Fatty acid synthetase catalyzes the formation of long-chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH. The beta subunit contains domains for: [acyl-carrier-protein] acetyltransferase and malonyltransferase, S-acyl fatty acid synthase thioesterase, enoyl-[acyl-carrier-protein] reductase, and 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase. {ECO:0000256|PIRNR:PIRNR005562}.	CATALYTIC ACTIVITY: Reaction=(9Z)-octadecenoyl-[ACP] + H2O = (9Z)-octadecenoate + H(+) + holo-[ACP]; Xref=Rhea:RHEA:15057, Rhea:RHEA-COMP:9685, Rhea:RHEA-COMP:9924, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30823, ChEBI:CHEBI:64479, ChEBI:CHEBI:78783; EC=3.1.2.14; Evidence={ECO:0000256|PIRNR:PIRNR005562}; CATALYTIC ACTIVITY: Reaction=a (3R)-hydroxyacyl-[ACP] = a (2E)-enoyl-[ACP] + H2O; Xref=Rhea:RHEA:13097, Rhea:RHEA-COMP:9925, Rhea:RHEA-COMP:9945, ChEBI:CHEBI:15377, ChEBI:CHEBI:78784, ChEBI:CHEBI:78827; EC=4.2.1.59; Evidence={ECO:0000256|PIRNR:PIRNR005562}; CATALYTIC ACTIVITY: Reaction=a 2,3-saturated acyl-[ACP] + NAD(+) = a (2E)-enoyl-[ACP] + H(+) + NADH; Xref=Rhea:RHEA:10240, Rhea:RHEA-COMP:9925, Rhea:RHEA-COMP:9926, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:78784, ChEBI:CHEBI:78785; EC=1.3.1.9; Evidence={ECO:0000256|PIRNR:PIRNR005562}; CATALYTIC ACTIVITY: Reaction=acetyl-CoA + 2n H(+) + n malonyl-CoA + 2n NADPH = a long-chain fatty acyl-CoA + n CO2 + n CoA + H2O + 2n NADP(+); Xref=Rhea:RHEA:22896, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:57384, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349, ChEBI:CHEBI:83139; EC=2.3.1.86; Evidence={ECO:0000256|PIRNR:PIRNR005562}; CATALYTIC ACTIVITY: Reaction=acetyl-CoA + holo-[ACP] = acetyl-[ACP] + CoA; Xref=Rhea:RHEA:41788, Rhea:RHEA-COMP:9621, Rhea:RHEA-COMP:9685, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:64479, ChEBI:CHEBI:78446; EC=2.3.1.38; Evidence={ECO:0000256|PIRNR:PIRNR005562}; CATALYTIC ACTIVITY: Reaction=holo-[ACP] + malonyl-CoA = CoA + malonyl-[ACP]; Xref=Rhea:RHEA:41792, Rhea:RHEA-COMP:9623, Rhea:RHEA-COMP:9685, ChEBI:CHEBI:57287, ChEBI:CHEBI:57384, ChEBI:CHEBI:64479, ChEBI:CHEBI:78449; EC=2.3.1.39; Evidence={ECO:0000256|PIRNR:PIRNR005562};												SUBUNIT: [Alpha(6)beta(6)] hexamers of two multifunctional subunits (alpha and beta). {ECO:0000256|PIRNR:PIRNR005562}.		
SPGP0CZ00470	7878.39884935983	-1.1384659228787	0.119736313050024	-9.50810905963896	1.94159653740727e-21	2.1422683782921e-20	S_eubayanus	SPGP0CZ00470	XP_018220873.1	A0A0L8RFG0	A0A0L8RFG0_SACEU	DI49_3201				DI49_3201	PRS1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	427		5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; fungal-type cell wall organization [GO:0031505]; nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]	cytoplasmic stress granule [GO:0010494]; ribose phosphate diphosphokinase complex [GO:0002189]																
SPGP0CZ00480	3654.63652772596	-1.39780739930216	0.1196821697472	-11.6793286941129	1.62574370978953e-31	3.68363664039556e-30	S_eubayanus	SPGP0CZ00480	XP_018220874.1	A0A0L8RG45	A0A0L8RG45_SACEU	DI49_3202				DI49_3202	RPL17A-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	184		cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; cytoplasmic translation [GO:0002181]	structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; preribosome, large subunit precursor [GO:0030687]																
SPGP0CZ00510	1044.19216710329	-1.17675327065039	0.148784532813932	-7.90911023071209	2.59234999467444e-15	1.87502057432397e-14	S_eubayanus	SPGP0CZ00510	XP_018220877.1	A0A0L8RFE9	A0A0L8RFE9_SACEU	DI49_3205				DI49_3205	LST4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	830		positive regulation of TORC1 signaling [GO:1904263]	GTPase activator activity [GO:0005096]	Lst4-Lst7 complex [GO:1990877]; vacuolar membrane [GO:0005774]																
SPGP0CZ00560	13388.2583354263	-1.3732656072178	0.183295706024547	-7.49207734868539	6.77919485683668e-14	4.36641107457748e-13	S_eubayanus	SPGP0CZ00560	XP_018220882.1	A0A0L8RFF4	A0A0L8RFF4_SACEU	DI49_3210				DI49_3210	NNK1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	933		proteolysis [GO:0006508]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	cytoplasm [GO:0005737]																
SPGP0CZ00570	406.998603003318	1.68958231884275	0.217992213881591	7.7506544328253	9.14201615692897e-15	6.33875000045614e-14	S_eubayanus	SPGP0CZ00570	XP_018220883.1	A0A0L8RFG9	A0A0L8RFG9_SACEU	DI49_3211				DI49_3211	MRPL38-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	138		translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	mitochondrial large ribosomal subunit [GO:0005762]																
SPGP0CZ00630	26.0945360602666	1.53402911444439	0.421515879348324	3.63931512334967	0.000273364112999523	0.000696705897176978	
SPGP0CZ00650	529.491867983374	-3.01081192710805	0.268913310516715	-11.196217551756	4.25516035987568e-29	8.09300520694128e-28	S_eubayanus	SPGP0CZ00650	XP_018220891.1	A0A0L8RFG1	A0A0L8RFG1_SACEU	DI49_3220				DI49_3220	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)	unreviewed	Saccharomyces eubayanus (Yeast)	401	2.1.1.320		protein-arginine omega-N symmetric methyltransferase activity [GO:0035243]	mitochondrion [GO:0005739]	FUNCTION: Arginine methyltransferase involved in the assembly or stability of mitochondrial NADH:ubiquinone oxidoreductase complex (complex I). {ECO:0000256|RuleBase:RU364114}.	CATALYTIC ACTIVITY: Reaction=L-arginyl-[protein] + 2 S-adenosyl-L-methionine = 2 H(+) + N(omega),N(omega)'-dimethyl-L-arginyl-[protein] + 2 S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:48108, Rhea:RHEA-COMP:10532, Rhea:RHEA-COMP:11992, ChEBI:CHEBI:15378, ChEBI:CHEBI:29965, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:88221; EC=2.1.1.320; Evidence={ECO:0000256|RuleBase:RU364114};									SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|RuleBase:RU364114}.					
SPGP0CZ00660	556.245382648383	1.71101738829407	0.170408322444025	10.0406914624496	1.0096390487587e-23	1.27020028768765e-22	S_eubayanus	SPGP0CZ00660	XP_018220892.1	A0A0L8RFG3	A0A0L8RFG3_SACEU	DI49_3221				DI49_3221	Mitogen-activated protein kinase (EC 2.7.11.24)	unreviewed	Saccharomyces eubayanus (Yeast)	504	2.7.11.24		ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]			CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000256|SAAS:SAAS01125144}; CATALYTIC ACTIVITY: Reaction=ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]; Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.24; Evidence={ECO:0000256|RuleBase:RU361165, ECO:0000256|SAAS:SAAS01125154};		COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|RuleBase:RU361165}; 												
SPGP0CZ00670	59.9727352823198	1.78612302854946	0.328818151854676	5.43194777561689	5.57422379513706e-08	2.17150244510559e-07	S_eubayanus	SPGP0CZ00670	XP_018220893.1	A0A0L8RFH7	A0A0L8RFH7_SACEU	DI49_3222				DI49_3222	Transcription elongation factor 1 homolog	unreviewed	Saccharomyces eubayanus (Yeast)	146		chromatin-mediated maintenance of transcription [GO:0048096]; transcription elongation from RNA polymerase II promoter [GO:0006368]	metal ion binding [GO:0046872]; RNA polymerase II complex binding [GO:0000993]	transcription elongation factor complex [GO:0008023]	FUNCTION: Transcription elongation factor implicated in the maintenance of proper chromatin structure in actively transcribed regions. {ECO:0000256|RuleBase:RU364033}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000256|RuleBase:RU364033}.					
SPGP0CZ00690	2601.77659949293	1.6810761268187	0.165753204374181	10.1420430040299	3.5950111674607e-24	4.68096244859623e-23	S_cerevisiae	SPGP0CZ00690	P32454	P32454	APE2_YEAST	APE2 LAP1 YKL157W YKL158W YKL611 YKL612	APE2	LAP1	YKL157W	YKL158W YKL611 YKL612	Aminopeptidase 2, mitochondrial (AP-II) (Aminopeptidase II) (EC 3.4.11.-) (YscII)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	952	3.4.11.-	peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]	metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270]	cell wall-bounded periplasmic space [GO:0030287]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	FUNCTION: Involved in the cellular supply of leucine from externally offered leucine-containing dipeptide substrates.			COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 1 zinc ion per subunit. {ECO:0000250};							SUBCELLULAR LOCATION: Periplasm. Cytoplasm. Mitochondrion.					
SPGP0CZ00700	1647.92025165724	1.61042592677031	0.139896308203286	11.5115684427509	1.15360986094258e-30	2.4630679771375e-29	S_eubayanus	SPGP0CZ00700	XP_018220895.1	A0A0L8RFN5	A0A0L8RFN5_SACEU	DI49_3224				DI49_3224	40S ribosomal protein S27	unreviewed	Saccharomyces eubayanus (Yeast)	82		translation [GO:0006412]	metal ion binding [GO:0046872]; structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]				COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|RuleBase:RU000671};  Note=Binds 1 zinc ion per subunit. {ECO:0000256|RuleBase:RU000671};												
SPGP0CZ00760	859.790891290655	2.13815293829079	0.147582189297327	14.487879252036	1.4453684487638e-47	8.97745633700705e-46	S_eubayanus	SPGP0CZ00760	XP_018220901.1	A0A0L8RFG8	A0A0L8RFG8_SACEU	DI49_3231				DI49_3231	DBR1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	406		mRNA splicing, via spliceosome [GO:0000398]; pseudohyphal growth [GO:0007124]; RNA catabolic process [GO:0006401]; snoRNA metabolic process [GO:0016074]; transposition, RNA-mediated [GO:0032197]	RNA lariat debranching enzyme activity [GO:0008419]																	
SPGP0CZ00820	1455.35509081511	-1.58914885284852	0.172663151072652	-9.20375217859799	3.45663898219415e-20	3.50477938811055e-19	S_eubayanus	SPGP0CZ00820	XP_018220907.1	A0A0L8RFH4	A0A0L8RFH4_SACEU	DI49_3237				DI49_3237	MRP8-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	219																				
SPGP0CZ00830	2446.6400306796	-1.4582551244939	0.173004379721335	-8.42900698145771	3.48610789385742e-17	2.89109339992919e-16	S_eubayanus	SPGP0CZ00830	XP_018220908.1	A0A0L8RFI9	A0A0L8RFI9_SACEU	DI49_3238				DI49_3238	SDH3-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	198		protein insertion into mitochondrial inner membrane [GO:0045039]; tricarboxylic acid cycle [GO:0006099]	electron transfer activity [GO:0009055]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]													"TRANSMEM 100..123;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 143..165;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 177..196;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ00840	16482.7720387967	2.06522499657073	0.141169527940271	14.6293964901868	1.82397867476187e-48	1.23668538849122e-46	S_eubayanus	SPGP0CZ00840	XP_018220909.1	A0A0L8RG77	A0A0L8RG77_SACEU	DI49_3239				DI49_3239	TGL1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	549		cellular lipid metabolic process [GO:0044255]; sterol metabolic process [GO:0016125]	sterol esterase activity [GO:0004771]	integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]																
SPGP0CZ00950	594.651152572431	1.12968217156936	0.159854867277437	7.06692383415975	1.58405836912842e-12	9.23202521955293e-12	S_eubayanus	SPGP0CZ00950	XP_018220920.1	A0A0L8RFQ9	A0A0L8RFQ9_SACEU	DI49_3250				DI49_3250	PMU1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	295																				
SPGP0CZ00990	1673.39688890313	-1.43540593949475	0.141531965591822	-10.1419204735307	3.59952415265844e-24	4.68096244859623e-23	S_eubayanus	SPGP0CZ00990	XP_018220924.1	A0A0L8RG90	A0A0L8RG90_SACEU	DI49_3255				DI49_3255	SSH4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	575		protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]		fungal-type vacuole [GO:0000324]; integral component of membrane [GO:0016021]													"TRANSMEM 45..69;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ01090	22.8619496719196	-1.42162011318067	0.510359019575671	-2.78552951677557	0.00534403743107563	0.0109570038002802	S_eubayanus	SPGP0CZ01090	XP_018220934.1	A0A0L8RG98	A0A0L8RG98_SACEU	DI49_3266				DI49_3266	KTI12-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	313		regulation of transcription by RNA polymerase II [GO:0006357]; tRNA wobble uridine modification [GO:0002098]	chromatin binding [GO:0003682]	cytoplasm [GO:0005737]; nucleus [GO:0005634]																
