""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0CZ01640	67.1082616117286	1.33080553877851	0.410753370395877	3.23991386241311	0.00119565812996131	0.00364334298101876	S_eubayanus	SPGP0CZ01640	XP_018220988.1	A0A0L8RFR9	A0A0L8RFR9_SACEU	DI49_3323				DI49_3323	SFK1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	353		actin cytoskeleton organization [GO:0030036]; inositol lipid-mediated signaling [GO:0048017]; negative regulation of phospholipid translocation [GO:0061093]; vacuole organization [GO:0007033]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]													"TRANSMEM 12..34;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 130..154;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 160..184;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 232..256;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 268..287;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ01660	64.3105367311955	-1.26460708757568	0.228906949970373	-5.52454649253485	3.3033775610598e-08	2.19142225712517e-07	
SPGP0CZ01740	24.0998827679397	1.21586255980248	0.456907959389351	2.66106670898765	0.00778935229490296	0.0194281793676648	S_eubayanus	SPGP0CZ01740	XP_018220997.1	A0A0L8RFQ8	A0A0L8RFQ8_SACEU	DI49_3332				DI49_3332	NFU1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	255		intracellular sequestering of iron ion [GO:0006880]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by [4Fe-4S] cluster transfer [GO:0106035]	iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]	cell [GO:0005623]; mitochondrial matrix [GO:0005759]																
SPGP0CZ01910	45.6575376258745	1.17046554320865	0.295268950432794	3.96406578305312	7.36839333101422e-05	0.00028490093210001	S_eubayanus	SPGP0CZ01910	XP_018221012.1	A0A0L8RFS3	A0A0L8RFS3_SACEU	DI49_3348				DI49_3348	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	274		nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]																		
SPGP0CZ01930	4651.19422771765	-1.27722179407396	0.153569033614497	-8.3169227806705	9.02765276181725e-17	1.65524879309431e-15	S_eubayanus	SPGP0CZ01930	XP_018221014.1	A0A0L8RGG9	A0A0L8RGG9_SACEU	DI49_3350				DI49_3350	MAK11-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	415																				
SPGP0CZ02020	336.619217979573	-2.99220224543253	0.249211010473307	-12.006701629072	3.27654470602991e-33	2.31133966629178e-31	S_eubayanus	SPGP0CZ02020	XP_018221023.1	A0A0L8RFV2	A0A0L8RFV2_SACEU	DI49_3359				DI49_3359	Actin-related protein 2/3 complex subunit 4	unreviewed	Saccharomyces eubayanus (Yeast)	171		actin cortical patch organization [GO:0044396]; actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]	actin binding [GO:0003779]; molecular adaptor activity [GO:0060090]	actin cortical patch [GO:0030479]; Arp2/3 protein complex [GO:0005885]	FUNCTION: Functions as actin-binding component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks. Seems to contact the mother actin filament. {ECO:0000256|PIRNR:PIRNR039100}.										SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, actin patch {ECO:0000256|PIRNR:PIRNR039100}.					
SPGP0CZ02040	387.426062673187	-1.43661656169859	0.194902111377624	-7.37096459111795	1.69397837445759e-13	2.12690953238622e-12	S_eubayanus	SPGP0CZ02040	XP_018221025.1	A0A0L8RG06	A0A0L8RG06_SACEU	DI49_3361				DI49_3361	CCE1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	353		mitochondrial genome maintenance [GO:0000002]	endodeoxyribonuclease activity [GO:0004520]; nucleic acid binding [GO:0003676]	mitochondrial inner membrane [GO:0005743]																
SPGP0CZ02110	3093.90760598946	-1.75324533387438	0.168887429779965	-10.3811475854574	3.02121413429176e-25	1.28659169654333e-23	S_eubayanus	SPGP0CZ02110	XP_018221031.1	A0A0L8RFT6	A0A0L8RFT6_SACEU	DI49_3367				DI49_3367	RPL14A-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	138		translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]																
SPGP0CZ02190	82.8206607622304	1.57741899724287	0.26782698016929	5.88969414599605	3.86911023344788e-09	2.8927546656385e-08	S_eubayanus	SPGP0CZ02190	XP_018221039.1	A0A0L8RGJ2	A0A0L8RGJ2_SACEU	DI49_3375				DI49_3375	OSH6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	448		endocytosis [GO:0006897]; exocytosis [GO:0006887]; maintenance of cell polarity [GO:0030011]; piecemeal microautophagy of the nucleus [GO:0034727]; sterol homeostasis [GO:0055092]; sterol metabolic process [GO:0016125]	phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; phosphatidylserine binding [GO:0001786]; phospholipid transporter activity [GO:0005548]; sterol transfer activity [GO:0120015]	cortical endoplasmic reticulum [GO:0032541]; extrinsic component of membrane [GO:0019898]																
SPGP0CZ02260	1304.729492606	1.34912275339719	0.234458815610074	5.75419930313434	8.70534058895742e-09	6.20628533589903e-08	S_eubayanus	SPGP0CZ02260	XP_018221046.1	A0A0L8RFV1	A0A0L8RFV1_SACEU	DI49_3383				DI49_3383	TOF2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	771		chromatin silencing at rDNA [GO:0000183]; protein localization to nucleolar rDNA repeats [GO:0034503]; rDNA condensation [GO:0070550]	phosphatase activator activity [GO:0019211]	nucleolus [GO:0005730]																
SPGP0CZ02270	457.883263102682	1.45898667037149	0.403954176237918	3.61176280923553	0.000304122667453642	0.00103934821373488	S_eubayanus	SPGP0CZ02270	XP_018221047.1	A0A0L8RFV6	A0A0L8RFV6_SACEU	DI49_3384				DI49_3384	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	357																				
SPGP0CZ02430	2001.84948962902	-1.02639284958683	0.147896861856795	-6.93992311061109	3.92313408485946e-12	4.31078264901145e-11	S_eubayanus	SPGP0CZ02430	XP_018221063.1	A0A0L8RFZ2	A0A0L8RFZ2_SACEU	DI49_3401				DI49_3401	SAP190-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1039		dephosphorylation [GO:0016311]; G1/S transition of mitotic cell cycle [GO:0000082]; regulation of phosphoprotein phosphatase activity [GO:0043666]; TOR signaling [GO:0031929]; tRNA wobble uridine modification [GO:0002098]	protein phosphatase binding [GO:0019903]																	
SPGP0CZ02510	341.405077628489	1.33538306298785	0.165981156992759	8.04538953205456	8.59715221391108e-16	1.38892104211105e-14	S_eubayanus	SPGP0CZ02510	XP_018221071.1	A0A0L8RFX4	A0A0L8RFX4_SACEU	KAE1 DI49_3409	KAE1			DI49_3409	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein KAE1) (tRNA threonylcarbamoyladenosine biosynthesis protein KAE1)	unreviewed	Saccharomyces eubayanus (Yeast)	386	2.3.1.234	positive regulation of transcription by RNA polymerase II [GO:0045944]; telomere maintenance via recombination [GO:0000722]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	chromatin DNA binding [GO:0031490]; metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]	cytoplasm [GO:0005737]; EKC/KEOPS complex [GO:0000408]; nuclear chromatin [GO:0000790]	FUNCTION: Component of the EKC/KEOPS complex that is required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. The complex is probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. KAE1 likely plays a direct catalytic role in this reaction, but requires other protein(s) of the complex to fulfill this activity. The EKC/KEOPS complex also promotes both telomere uncapping and telomere elongation. The complex is required for efficient recruitment of transcriptional coactivators. {ECO:0000256|HAMAP-Rule:MF_03180}.	CATALYTIC ACTIVITY: Reaction=adenosine(37) in tRNA + L-threonylcarbamoyladenylate = AMP + H(+) + N(6)-L-threonylcarbamoyladenosine(37) in tRNA; Xref=Rhea:RHEA:37059, Rhea:RHEA-COMP:10162, Rhea:RHEA-COMP:10163, ChEBI:CHEBI:15378, ChEBI:CHEBI:73682, ChEBI:CHEBI:74411, ChEBI:CHEBI:74418, ChEBI:CHEBI:456215; EC=2.3.1.234; Evidence={ECO:0000256|HAMAP-Rule:MF_03180};		COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000256|HAMAP-Rule:MF_03180};  Note=Binds 1 divalent metal cation per subunit. {ECO:0000256|HAMAP-Rule:MF_03180};							SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_03180}. Nucleus {ECO:0000256|HAMAP-Rule:MF_03180}.			SUBUNIT: Component of the EKC/KEOPS complex composed of at least BUD32, CGI121, GON7, KAE1 and PCC1; the whole complex dimerizes. {ECO:0000256|HAMAP-Rule:MF_03180}.		
SPGP0CZ02560	3197.62393976035	4.07106720422835	0.169791943200376	23.9767984716682	4.85623952100448e-127	2.24382547068012e-123	S_eubayanus	SPGP0CZ02560	XP_018221076.1	A0A0L8RFX9	A0A0L8RFX9_SACEU	DI49_3416				DI49_3416	UIP5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	440				integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]													"TRANSMEM 393..416;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ02580	19.8317175805701	2.06816824945254	0.383412375932043	5.39410926531777	6.88643051717261e-08	4.38576873943433e-07	S_eubayanus	SPGP0CZ02580	XP_018221078.1	A0A0L8RG05	A0A0L8RG05_SACEU	DI49_3418				DI49_3418	PET10-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	283		aerobic respiration [GO:0009060]		lipid droplet [GO:0005811]																
SPGP0CZ02600	139.589372432791	-1.38502797820773	0.270868212912743	-5.11329093699857	3.1659411169625e-07	1.82283251475704e-06	S_eubayanus	SPGP0CZ02600	XP_018221080.1	A0A0L8RG57	A0A0L8RG57_SACEU	DI49_3420				DI49_3420	FMP46-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	133			oxidoreductase activity [GO:0016491]	mitochondrion [GO:0005739]																
SPGP0CZ02650	6141.90244626645	1.31737703289649	0.0582072577793555	22.6325218392907	2.07398329435599e-113	3.83313592462875e-110	S_eubayanus	SPGP0CZ02650	XP_018221085.1	A0A0L8RG62	A0A0L8RG62_SACEU	DI49_3425				DI49_3425	DYN1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	4093		establishment of mitotic spindle orientation [GO:0000132]; mitotic sister chromatid segregation [GO:0000070]; nuclear migration along microtubule [GO:0030473]	ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]	astral microtubule [GO:0000235]; cell [GO:0005623]; cell cortex [GO:0005938]; cytoplasmic dynein complex [GO:0005868]; spindle pole body [GO:0005816]																
SPGP0CZ02690	45.9694128864391	2.81756862193393	0.280748046664911	10.0359331272458	1.0595280669073e-23	3.88535669297236e-22	S_eubayanus	SPGP0CZ02690	XP_018221089.1	A0A0L8RGN8	A0A0L8RGN8_SACEU	DI49_3429				DI49_3429	GLG1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	559		glycogen biosynthetic process [GO:0005978]	glycogenin glucosyltransferase activity [GO:0008466]																	
