""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0CZ00680	182.859930885844	-1.52722693050353	0.165853637214663	-9.20828120595781	3.31388573128052e-20	1.05258202625308e-18	S_eubayanus	SPGP0CZ00680	XP_018220894.1	A0A0L8RG63	A0A0L8RG63_SACEU	DI49_3223				DI49_3223	RCN1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	245		calcium-mediated signaling [GO:0019722]	calcium-dependent protein serine/threonine phosphatase regulator activity [GO:0008597]; protein phosphatase 2B binding [GO:0030346]																	
SPGP0CZ00750	94.6182933983405	-1.15078325121492	0.246725099038759	-4.66423260421567	3.09770837135467e-06	1.87478135993739e-05	S_eubayanus	SPGP0CZ00750	XP_018220900.1	A0A0L8RFP0	A0A0L8RFP0_SACEU	DI49_3230				DI49_3230	NADH-cytochrome b5 reductase (EC 1.6.2.2)	unreviewed	Saccharomyces eubayanus (Yeast)	302	1.6.2.2	cellular response to oxidative stress [GO:0034599]; ergosterol biosynthetic process [GO:0006696]	cytochrome-b5 reductase activity, acting on NAD(P)H [GO:0004128]; NADH dehydrogenase activity [GO:0003954]	integral component of mitochondrial outer membrane [GO:0031307]; mitochondrial intermembrane space [GO:0005758]		CATALYTIC ACTIVITY: Reaction=2 [Fe(III)-cytochrome b5] + NADH = 2 [Fe(II)-cytochrome b5] + H(+) + NAD(+); Xref=Rhea:RHEA:46680, Rhea:RHEA-COMP:10438, Rhea:RHEA-COMP:10439, ChEBI:CHEBI:15378, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.6.2.2; Evidence={ECO:0000256|RuleBase:RU361226};		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|RuleBase:RU361226, ECO:0000256|SAAS:SAAS01057700}; 									"TRANSMEM 12..31;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ00800	12.2024043241607	-2.40940477198256	0.727741196927385	-3.31079892433653	0.000930300306037908	0.00327509224030747	S_eubayanus	SPGP0CZ00800	XP_018220905.1	A0A0L8RFP5	A0A0L8RFP5_SACEU	DI49_3235				DI49_3235	RPC25-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	212		transcription initiation from RNA polymerase III promoter [GO:0006384]; tRNA transcription by RNA polymerase III [GO:0042797]	DNA binding [GO:0003677]; RNA polymerase III activity [GO:0001056]	nuclear chromatin [GO:0000790]; RNA polymerase III complex [GO:0005666]																
SPGP0CZ01040	2415.06281411708	3.42997536125088	0.224022397396502	15.310859097629	6.47036072437416e-53	1.02384635244052e-50	S_eubayanus	SPGP0CZ01040	XP_018220929.1	A0A0L8RG95	A0A0L8RG95_SACEU	DI49_3261				DI49_3261	SBA1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	252		negative regulation of DNA binding [GO:0043392]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; regulation of telomerase activity [GO:0051972]	chaperone binding [GO:0051087]	cytoplasm [GO:0005737]; nucleus [GO:0005634]																
SPGP0CZ01100	210.737478067668	-1.22655607190067	0.157565079109297	-7.78444106292015	7.00220759437126e-15	1.3756255687091e-13	S_eubayanus	SPGP0CZ01100	XP_018220935.1	A0A0L8RFS1	A0A0L8RFS1_SACEU	DI49_3267				DI49_3267	HAP4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	562		carbon catabolite activation of transcription from RNA polymerase II promoter [GO:0000436]; regulation of cellular respiration [GO:0043457]	DNA binding [GO:0003677]; RNA polymerase II activating transcription factor binding [GO:0001102]; transcription coactivator activity [GO:0003713]	CCAAT-binding factor complex [GO:0016602]; mitochondrial respirasome [GO:0005746]																
SPGP0CZ01310	22.4386264665388	-1.41742858581694	0.48321452001951	-2.93333194076972	0.00335345149760564	0.0101056400220436	S_eubayanus	SPGP0CZ01310	XP_018220956.1	A0A0L8RFL2	A0A0L8RFL2_SACEU	DI49_3288				DI49_3288	Cytochrome c heme lyase (EC 4.4.1.17)	unreviewed	Saccharomyces eubayanus (Yeast)	223	4.4.1.17	cytochrome c-heme linkage [GO:0018063]	holocytochrome-c synthase activity [GO:0004408]; metal ion binding [GO:0046872]	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]	FUNCTION: Links covalently the heme group to the apoprotein of cytochrome c. {ECO:0000256|RuleBase:RU363130}.	CATALYTIC ACTIVITY: Reaction=holo-[cytochrome c] = apo-[cytochrome c] + heme b; Xref=Rhea:RHEA:22648, Rhea:RHEA-COMP:10725, Rhea:RHEA-COMP:10726, ChEBI:CHEBI:29950, ChEBI:CHEBI:60344, ChEBI:CHEBI:83739; EC=4.4.1.17; Evidence={ECO:0000256|RuleBase:RU363130};									SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU363130}.					
SPGP0CZ01570	313.912759687421	-2.66896721028934	0.709317910371812	-3.76272355633924	0.000168072952686682	0.000723769869981293	S_eubayanus	SPGP0CZ01570	XP_018220981.1	A0A0L8RFN8	A0A0L8RFN8_SACEU	DI49_3316				DI49_3316	Transcription initiation factor IIA subunit 2	unreviewed	Saccharomyces eubayanus (Yeast)	122		RNA polymerase II preinitiation complex assembly [GO:0051123]	RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; TBP-class protein binding [GO:0017025]	transcription factor TFIIA complex [GO:0005672]	FUNCTION: TFIIA is a component of the transcription machinery of RNA polymerase II and plays an important role in transcriptional activation. {ECO:0000256|PIRNR:PIRNR009415}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PIRNR:PIRNR009415}.					
SPGP0CZ01670	617.570484281822	-1.04007625563146	0.15393826921709	-6.75645023762547	1.41413518378196e-11	1.9535267467388e-10	S_eubayanus	SPGP0CZ01670	XP_018220990.1	A0A0L8RFX7	A0A0L8RFX7_SACEU	DI49_3325				DI49_3325	ELM1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	645		budding cell bud growth [GO:0007117]; cell morphogenesis [GO:0000902]; cellular response to glucose starvation [GO:0042149]; mitotic cytokinesis [GO:0000281]; positive regulation of protein autophosphorylation [GO:0031954]; protein autophosphorylation [GO:0046777]; protein localization to septin ring [GO:1902935]; pseudohyphal growth [GO:0007124]; response to drug [GO:0042493]; septin ring assembly [GO:0000921]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	cellular bud neck septin ring [GO:0000144]																
SPGP0CZ01680	155.739144448953	-1.02407391061579	0.168391347739412	-6.08151145746844	1.1905485672417e-09	1.26821838197117e-08	S_eubayanus	SPGP0CZ01680	XP_018220991.1	A0A0L8RFP7	A0A0L8RFP7_SACEU	DI49_3326				DI49_3326	UDENN domain-containing protein	unreviewed	Saccharomyces eubayanus (Yeast)	518				lipid droplet [GO:0005811]																
SPGP0CZ01710	170.011180778622	1.15416236886901	0.242148499178451	4.76634120295931	1.87601458889136e-06	1.18140050413325e-05	S_eubayanus	SPGP0CZ01710	XP_018220994.1	A0A0L8RGF0	A0A0L8RGF0_SACEU	DI49_3329				DI49_3329	PHD1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	368		positive regulation of pseudohyphal growth [GO:2000222]; positive regulation of transcription by RNA polymerase II [GO:0045944]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	nucleus [GO:0005634]																
SPGP0CZ01730	78.5656187444084	-1.21600615798941	0.2559885890521	-4.75023579172869	2.03179598046641e-06	1.26848783486364e-05	S_eubayanus	SPGP0CZ01730	XP_018220996.1	A0A0L8RFQ2	A0A0L8RFQ2_SACEU	DI49_3331				DI49_3331	VPS24-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	224		ATP export [GO:1904669]; intralumenal vesicle formation [GO:0070676]; late endosome to vacuole transport [GO:0045324]	identical protein binding [GO:0042802]	ESCRT III complex [GO:0000815]																
SPGP0CZ01770	704.520716830097	-1.17759963366509	0.150442430104386	-7.82757652111844	4.97363928590012e-15	9.88255312903852e-14	S_eubayanus	SPGP0CZ01770	XP_018221000.1	A0A0L8RFY6	A0A0L8RFY6_SACEU	DI49_3335				DI49_3335	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	unreviewed	Saccharomyces eubayanus (Yeast)	499	2.7.7.9	(1->6)-beta-D-glucan biosynthetic process [GO:0006078]; glycogen biosynthetic process [GO:0005978]; trehalose biosynthetic process [GO:0005992]; UDP-glucose metabolic process [GO:0006011]	UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]	cytoplasmic stress granule [GO:0010494]		CATALYTIC ACTIVITY: Reaction=alpha-D-glucose 1-phosphate + H(+) + UTP = diphosphate + UDP-alpha-D-glucose; Xref=Rhea:RHEA:19889, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:46398, ChEBI:CHEBI:58601, ChEBI:CHEBI:58885; EC=2.7.7.9; Evidence={ECO:0000256|PIRNR:PIRNR000806};														
SPGP0CZ01850	77.2692706758671	-1.29241043932957	0.313928086277676	-4.11689968442776	3.84003112670027e-05	0.000191188735101101	S_eubayanus	SPGP0CZ01850	XP_018221007.1	A0A0L8RFR7	A0A0L8RFR7_SACEU	DI49_3343				DI49_3343	ThiF domain-containing protein	unreviewed	Saccharomyces eubayanus (Yeast)	448		cyclic threonylcarbamoyladenosine biosynthetic process [GO:0061504]	tRNA threonylcarbamoyladenosine dehydratase [GO:0061503]; ubiquitin-like modifier activating enzyme activity [GO:0008641]																	
SPGP0CZ01860	1807.99185625245	1.41014118265412	0.202455864476336	6.96517824416465	3.27988216298026e-12	4.94710822606883e-11	S_eubayanus	SPGP0CZ01860	XP_018221008.1	A0A0L8RFT9	A0A0L8RFT9_SACEU	DI49_3344				DI49_3344	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	661																				
SPGP0CZ01870	19.5377378328485	-1.11562187846314	0.445932597383972	-2.50177243154649	0.0123573327188532	0.031141565065109	
SPGP0CZ01910	45.6575376258745	-1.03542055730127	0.341823523227918	-3.02910855146408	0.00245276534886706	0.00768686238069502	S_eubayanus	SPGP0CZ01910	XP_018221012.1	A0A0L8RFS3	A0A0L8RFS3_SACEU	DI49_3348				DI49_3348	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	274		nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]																		
SPGP0CZ02060	10.8826814243519	-1.53734781777792	0.58093753178725	-2.64632208053125	0.00813722983829449	0.0217500956027877	S_eubayanus	SPGP0CZ02060	XP_018221027.1	A0A0L8RFT7	A0A0L8RFT7_SACEU	DI49_3363				DI49_3363	Ribosome assembly factor mrt4	unreviewed	Saccharomyces eubayanus (Yeast)	236		nuclear-transcribed mRNA catabolic process [GO:0000956]; ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit export from nucleus [GO:0000055]; rRNA processing [GO:0006364]		cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]	FUNCTION: Component of the ribosome assembly machinery. Nuclear paralog of the ribosomal protein P0, it binds pre-60S subunits at an early stage of assembly in the nucleolus, and is replaced by P0 in cytoplasmic pre-60S subunits and mature 80S ribosomes. {ECO:0000256|RuleBase:RU364039}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU364039}. Nucleus, nucleolus {ECO:0000256|RuleBase:RU364039}.			SUBUNIT: Associates with the pre-60S ribosomal particle. {ECO:0000256|RuleBase:RU364039}.		
SPGP0CZ02090	7.90594614907789	-2.49933365282931	0.881056664159328	-2.83674564247702	0.00455759044944715	0.0132127613862553	S_eubayanus	SPGP0CZ02090	XP_018221029.1	A0A0L8RGI2	A0A0L8RGI2_SACEU	DI49_3365				DI49_3365	F-actin-capping protein subunit alpha	unreviewed	Saccharomyces eubayanus (Yeast)	268		barbed-end actin filament capping [GO:0051016]	actin filament binding [GO:0051015]	actin cortical patch [GO:0030479]; cellular bud tip [GO:0005934]; F-actin capping protein complex [GO:0008290]; incipient cellular bud site [GO:0000131]	FUNCTION: F-actin-capping proteins bind in a Ca(2+)-independent manner to the fast growing ends of actin filaments (barbed end) thereby blocking the exchange of subunits at these ends. Unlike other capping proteins (such as gelsolin and severin), these proteins do not sever actin filaments. {ECO:0000256|RuleBase:RU365077, ECO:0000256|SAAS:SAAS01187389}.													SUBUNIT: Heterodimer of an alpha and a beta subunit. {ECO:0000256|RuleBase:RU365077, ECO:0000256|SAAS:SAAS01187380}.		
SPGP0CZ02100	319.050998055737	-1.54645949256824	0.154917968061287	-9.98244110687305	1.81934729767632e-23	7.53989501508429e-22	S_eubayanus	SPGP0CZ02100	XP_018221030.1	A0A0L8RG10	A0A0L8RG10_SACEU	DI49_3366				DI49_3366	SFT1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	106		intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031]; vesicle fusion [GO:0006906]	SNAP receptor activity [GO:0005484]	Golgi trans cisterna [GO:0000138]; integral component of Golgi membrane [GO:0030173]; SNARE complex [GO:0031201]													"TRANSMEM 84..103;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ02130	97.2803673029591	-1.03895783333674	0.238149436193757	-4.36262982580169	1.28508279777323e-05	7.02076308161985e-05	S_eubayanus	SPGP0CZ02130	XP_018221033.1	A0A0L8RFW3	A0A0L8RFW3_SACEU	DI49_3369				DI49_3369	AUR1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	401		inositol phosphoceramide metabolic process [GO:0006673]; sphingolipid biosynthetic process [GO:0030148]	inositol phosphoceramide synthase activity [GO:0045140]	inositol phosphoceramide synthase complex [GO:0070916]; integral component of membrane [GO:0016021]													"TRANSMEM 45..63;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 70..103;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 150..172;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 179..198;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 263..286;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ02140	41.4955492290846	-1.76070528432726	0.516822808501117	-3.40678711420194	0.000657323748216398	0.00241991902738042	S_eubayanus	SPGP0CZ02140	XP_018221034.1	A0A0L8RGI7	A0A0L8RGI7_SACEU	DI49_3370				DI49_3370	MRP17-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	131		translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	mitochondrial small ribosomal subunit [GO:0005763]																
SPGP0CZ02190	82.8206607622304	-1.09550339788103	0.320584570985073	-3.41720562070355	0.000632674752808047	0.00234024869682756	S_eubayanus	SPGP0CZ02190	XP_018221039.1	A0A0L8RGJ2	A0A0L8RGJ2_SACEU	DI49_3375				DI49_3375	OSH6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	448		endocytosis [GO:0006897]; exocytosis [GO:0006887]; maintenance of cell polarity [GO:0030011]; piecemeal microautophagy of the nucleus [GO:0034727]; sterol homeostasis [GO:0055092]; sterol metabolic process [GO:0016125]	phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; phosphatidylserine binding [GO:0001786]; phospholipid transporter activity [GO:0005548]; sterol transfer activity [GO:0120015]	cortical endoplasmic reticulum [GO:0032541]; extrinsic component of membrane [GO:0019898]																
SPGP0CZ02260	1304.729492606	-2.50711215195141	0.241070023607932	-10.3999332410939	2.48106957779811e-25	1.19097260939299e-23	S_eubayanus	SPGP0CZ02260	XP_018221046.1	A0A0L8RFV1	A0A0L8RFV1_SACEU	DI49_3383				DI49_3383	TOF2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	771		chromatin silencing at rDNA [GO:0000183]; protein localization to nucleolar rDNA repeats [GO:0034503]; rDNA condensation [GO:0070550]	phosphatase activator activity [GO:0019211]	nucleolus [GO:0005730]																
SPGP0CZ02270	457.883263102682	-4.90312341224054	0.461557724773333	-10.6229906879977	2.32975160500442e-26	1.199753149015e-24	S_eubayanus	SPGP0CZ02270	XP_018221047.1	A0A0L8RFV6	A0A0L8RFV6_SACEU	DI49_3384				DI49_3384	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	357																				
SPGP0CZ02290	338.946900138946	1.18054927320997	0.141699851179746	8.33133742471224	7.99341492773599e-17	1.92173177116261e-15	S_eubayanus	SPGP0CZ02290	XP_018221049.1	A0A0L8RGJ9	A0A0L8RGJ9_SACEU	DI49_3386				DI49_3386	YPT52-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	236		endocytosis [GO:0006897]; Golgi to endosome transport [GO:0006895]; late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]; multivesicular body assembly [GO:0036258]; protein localization to endosome [GO:0036010]; protein targeting to vacuole [GO:0006623]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	cytosol [GO:0005829]; late endosome [GO:0005770]																
SPGP0CZ02360	63.0499793763802	-1.73207371032908	0.327386425631128	-5.29060942887302	1.21909454888032e-07	9.47301773116556e-07	S_eubayanus	SPGP0CZ02360	XP_018221056.1	A0A0L8RFW1	A0A0L8RFW1_SACEU	DI49_3393				DI49_3393	ALY1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	937		endocytosis [GO:0006897]; positive regulation of ubiquitin-dependent endocytosis [GO:2000397]; regulation of intracellular transport [GO:0032386]	ubiquitin protein ligase binding [GO:0031625]	early endosome [GO:0005769]; late endosome [GO:0005770]																
SPGP0CZ02440	66.522521158511	-1.08267661484276	0.268257458930651	-4.03596089800675	5.43792730941068e-05	0.000262631972107664	S_eubayanus	SPGP0CZ02440	XP_018221064.1	A0A0L8RGL6	A0A0L8RGL6_SACEU	DI49_3402				DI49_3402	SET3-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	751		histone deacetylation [GO:0016575]; negative regulation of meiotic nuclear division [GO:0045835]; positive regulation of ergosterol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter [GO:0035961]	metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]	Set3 complex [GO:0034967]																
SPGP0CZ02560	3197.62393976035	3.05284688216525	0.174539994172202	17.490815767722	1.68330392692531e-68	5.63453618308882e-66	S_eubayanus	SPGP0CZ02560	XP_018221076.1	A0A0L8RFX9	A0A0L8RFX9_SACEU	DI49_3416				DI49_3416	UIP5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	440				integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]													"TRANSMEM 393..416;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ02580	19.8317175805701	1.20501756601859	0.46797658606067	2.57495268334295	0.010025380046165	0.0260845782522554	S_eubayanus	SPGP0CZ02580	XP_018221078.1	A0A0L8RG05	A0A0L8RG05_SACEU	DI49_3418				DI49_3418	PET10-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	283		aerobic respiration [GO:0009060]		lipid droplet [GO:0005811]																
SPGP0CZ02620	97.8743985277886	-1.85649912761912	0.340501976642436	-5.45224185164907	4.97387462053851e-08	4.10698584654143e-07	S_eubayanus	SPGP0CZ02620	XP_018221082.1	A0A0L8RFZ0	A0A0L8RFZ0_SACEU	DI49_3422				DI49_3422	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	418				integral component of membrane [GO:0016021]													"TRANSMEM 15..34;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 46..64;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 79..97;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 169..190;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 202..227;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 248..267;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
