""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0CZ00630	26.0945360602666	2.49756249816948	0.434272477537794	5.75114156975818	8.86428465055263e-09	6.80671891683537e-08	
SPGP0CZ00650	529.491867983374	-3.56372725998221	0.26805277712581	-13.2948716226491	2.47898337713464e-40	4.40432713337588e-38	S_eubayanus	SPGP0CZ00650	XP_018220891.1	A0A0L8RFG1	A0A0L8RFG1_SACEU	DI49_3220				DI49_3220	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)	unreviewed	Saccharomyces eubayanus (Yeast)	401	2.1.1.320		protein-arginine omega-N symmetric methyltransferase activity [GO:0035243]	mitochondrion [GO:0005739]	FUNCTION: Arginine methyltransferase involved in the assembly or stability of mitochondrial NADH:ubiquinone oxidoreductase complex (complex I). {ECO:0000256|RuleBase:RU364114}.	CATALYTIC ACTIVITY: Reaction=L-arginyl-[protein] + 2 S-adenosyl-L-methionine = 2 H(+) + N(omega),N(omega)'-dimethyl-L-arginyl-[protein] + 2 S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:48108, Rhea:RHEA-COMP:10532, Rhea:RHEA-COMP:11992, ChEBI:CHEBI:15378, ChEBI:CHEBI:29965, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:88221; EC=2.1.1.320; Evidence={ECO:0000256|RuleBase:RU364114};									SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|RuleBase:RU364114}.					
SPGP0CZ00690	2601.77659949293	1.04234823959824	0.16472352325981	6.32786513407801	2.48576248689904e-10	2.3834385072796e-09	S_cerevisiae	SPGP0CZ00690	P32454	P32454	APE2_YEAST	APE2 LAP1 YKL157W YKL158W YKL611 YKL612	APE2	LAP1	YKL157W	YKL158W YKL611 YKL612	Aminopeptidase 2, mitochondrial (AP-II) (Aminopeptidase II) (EC 3.4.11.-) (YscII)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	952	3.4.11.-	peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]	metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270]	cell wall-bounded periplasmic space [GO:0030287]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	FUNCTION: Involved in the cellular supply of leucine from externally offered leucine-containing dipeptide substrates.			COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 1 zinc ion per subunit. {ECO:0000250};							SUBCELLULAR LOCATION: Periplasm. Cytoplasm. Mitochondrion.					
SPGP0CZ00760	859.790891290655	1.0079660707752	0.141537928171582	7.12152624951013	1.06738400399414e-12	1.43495051338144e-11	S_eubayanus	SPGP0CZ00760	XP_018220901.1	A0A0L8RFG8	A0A0L8RFG8_SACEU	DI49_3231				DI49_3231	DBR1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	406		mRNA splicing, via spliceosome [GO:0000398]; pseudohyphal growth [GO:0007124]; RNA catabolic process [GO:0006401]; snoRNA metabolic process [GO:0016074]; transposition, RNA-mediated [GO:0032197]	RNA lariat debranching enzyme activity [GO:0008419]																	
SPGP0CZ00840	16482.7720387967	1.6679506851508	0.140939620711539	11.8345052777217	2.58865322098036e-32	2.60619853725589e-30	S_eubayanus	SPGP0CZ00840	XP_018220909.1	A0A0L8RG77	A0A0L8RG77_SACEU	DI49_3239				DI49_3239	TGL1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	549		cellular lipid metabolic process [GO:0044255]; sterol metabolic process [GO:0016125]	sterol esterase activity [GO:0004771]	integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]																
SPGP0CZ01040	2415.06281411708	-2.20005329025885	0.223363000677895	-9.84967646200045	6.87649744015649e-23	3.0693568130669e-21	S_eubayanus	SPGP0CZ01040	XP_018220929.1	A0A0L8RG95	A0A0L8RG95_SACEU	DI49_3261				DI49_3261	SBA1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	252		negative regulation of DNA binding [GO:0043392]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; regulation of telomerase activity [GO:0051972]	chaperone binding [GO:0051087]	cytoplasm [GO:0005737]; nucleus [GO:0005634]																
SPGP0CZ01090	22.8619496719196	-1.36764077228385	0.500804035582621	-2.73089007897625	0.00631635348023181	0.0160855758528332	S_eubayanus	SPGP0CZ01090	XP_018220934.1	A0A0L8RG98	A0A0L8RG98_SACEU	DI49_3266				DI49_3266	KTI12-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	313		regulation of transcription by RNA polymerase II [GO:0006357]; tRNA wobble uridine modification [GO:0002098]	chromatin binding [GO:0003682]	cytoplasm [GO:0005737]; nucleus [GO:0005634]																
SPGP0CZ01110	3918.82015232422	1.31794533617202	0.133300477687345	9.88702635607395	4.73895546191488e-23	2.12572650695102e-21	S_eubayanus	SPGP0CZ01110	XP_018220936.1	A0A0L8RFJ2	A0A0L8RFJ2_SACEU	DI49_3268				DI49_3268	SLD2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	453		DNA replication initiation [GO:0006270]; DNA replication preinitiation complex assembly [GO:0071163]; DNA strand renaturation [GO:0000733]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication checkpoint [GO:0033314]; negative regulation of protein-containing complex assembly [GO:0031333]	DNA replication origin binding [GO:0003688]; single-stranded DNA binding [GO:0003697]	DNA replication preinitiation complex [GO:0031261]																
SPGP0CZ01120	3771.85299719698	1.1078581518289	0.13895609570805	7.97272078050134	1.55218600342374e-15	2.99879688209435e-14	S_eubayanus	SPGP0CZ01120	XP_018220937.1	A0A0L8RFK0	A0A0L8RFK0_SACEU	DI49_3269				DI49_3269	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	309																				
SPGP0CZ01130	629.898257353516	-1.3694310228618	0.181895738569088	-7.52865918484208	5.1263994535301e-14	8.1778706775416e-13	S_eubayanus	SPGP0CZ01130	XP_018220938.1	A0A0L8RFL6	A0A0L8RFL6_SACEU	DI49_3270				DI49_3270	Aspartate aminotransferase (EC 2.6.1.1)	unreviewed	Saccharomyces eubayanus (Yeast)	451	2.6.1.1	biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520]; chronological cell aging [GO:0001300]; replicative cell aging [GO:0001302]	L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]	mitochondrion [GO:0005739]		CATALYTIC ACTIVITY: Reaction=2-oxoglutarate + L-aspartate = L-glutamate + oxaloacetate; Xref=Rhea:RHEA:21824, ChEBI:CHEBI:16452, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:29991; EC=2.6.1.1; Evidence={ECO:0000256|RuleBase:RU000480};												SUBUNIT: Homodimer. {ECO:0000256|RuleBase:RU000480}.		
SPGP0CZ01220	14.3061622197256	-1.92144855086544	0.62749463531337	-3.06209558254767	0.00219793255941038	0.00632437819016114	S_eubayanus	SPGP0CZ01220	XP_018220947.1	A0A0L8RFL0	A0A0L8RFL0_SACEU	DI49_3279				DI49_3279	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	248		ascospore-type prospore membrane assembly [GO:0032120]; fungal-type cell wall organization [GO:0031505]	structural constituent of cell wall [GO:0005199]	cellular birth scar [GO:0071597]; prospore membrane [GO:0005628]																
SPGP0CZ01340	116.830855022977	1.14599906852531	0.212151038584271	5.40180748665105	6.59727320795876e-08	4.42799203980106e-07	S_eubayanus	SPGP0CZ01340	XP_018220959.1	A0A0L8RGC1	A0A0L8RGC1_SACEU	DI49_3291				DI49_3291	HOT13-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	114		protein import into mitochondrial intermembrane space [GO:0045041]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	mitochondrial intermembrane space [GO:0005758]																
SPGP0CZ01350	1114.36632126968	1.0142360591206	0.159269730522871	6.36804027853209	1.91458645355021e-10	1.85739484535529e-09	S_eubayanus	SPGP0CZ01350	XP_018220960.1	A0A0L8RFU9	A0A0L8RFU9_SACEU	DI49_3292				DI49_3292	RRP14-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	432		ribosomal large subunit biogenesis [GO:0042273]; ribosomal small subunit biogenesis [GO:0042274]		nucleolus [GO:0005730]																
SPGP0CZ01360	4534.74880272241	1.03722313415481	0.13356213100711	7.76584744742954	8.1101118811062e-15	1.44372738221421e-13	
SPGP0CZ01470	1472.30763316216	-1.54782422911978	0.13226504920827	-11.7024432258178	1.23835862043827e-31	1.20653413546141e-29	S_eubayanus	SPGP0CZ01470	XP_018220971.1	A0A0L8RFM7	A0A0L8RFM7_SACEU	DI49_3305				DI49_3305	NUP100-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	1012		mRNA export from nucleus in response to heat stress [GO:0031990]; NLS-bearing protein import into nucleus [GO:0006607]; positive regulation of transcription, DNA-templated [GO:0045893]; posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]; protein localization to nuclear inner membrane [GO:0036228]	structural constituent of nuclear pore [GO:0017056]	nuclear pore central transport channel [GO:0044613]																
SPGP0CZ01480	562.484744005058	-1.27124094770443	0.164234707840239	-7.74039156778629	9.91110976946736e-15	1.74377797322609e-13	S_eubayanus	SPGP0CZ01480	XP_018220972.1	A0A0L8RFN4	A0A0L8RFN4_SACEU	DI49_3307				DI49_3307	Nucleoside diphosphate kinase (EC 2.7.4.6)	unreviewed	Saccharomyces eubayanus (Yeast)	153	2.7.4.6	CDP phosphorylation [GO:0061508]; cellular response to DNA damage stimulus [GO:0006974]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]		CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-diphosphate + ATP = a 2'-deoxyribonucleoside 5'-triphosphate + ADP; Xref=Rhea:RHEA:44640, ChEBI:CHEBI:30616, ChEBI:CHEBI:61560, ChEBI:CHEBI:73316, ChEBI:CHEBI:456216; EC=2.7.4.6; Evidence={ECO:0000256|RuleBase:RU004013};														
SPGP0CZ01570	313.912759687421	-1.90221102050394	0.71036999444632	-2.67777501214219	0.0074112982713641	0.0185098604291153	S_eubayanus	SPGP0CZ01570	XP_018220981.1	A0A0L8RFN8	A0A0L8RFN8_SACEU	DI49_3316				DI49_3316	Transcription initiation factor IIA subunit 2	unreviewed	Saccharomyces eubayanus (Yeast)	122		RNA polymerase II preinitiation complex assembly [GO:0051123]	RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; TBP-class protein binding [GO:0017025]	transcription factor TFIIA complex [GO:0005672]	FUNCTION: TFIIA is a component of the transcription machinery of RNA polymerase II and plays an important role in transcriptional activation. {ECO:0000256|PIRNR:PIRNR009415}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000256|PIRNR:PIRNR009415}.					
SPGP0CZ01600	328.325977428651	-1.02283551865413	0.241773486901924	-4.23055286897129	2.33117643849117e-05	0.000101600720101821	S_eubayanus	SPGP0CZ01600	XP_018220984.1	A0A0L8RGE2	A0A0L8RGE2_SACEU	DI49_3319				DI49_3319	OAR1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	278		aerobic respiration [GO:0009060]; fatty acid metabolic process [GO:0006631]	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]	mitochondrion [GO:0005739]																
SPGP0CZ01640	67.1082616117286	-1.12093167336854	0.422156953555705	-2.65524863188266	0.00792499729695562	0.0196897177153043	S_eubayanus	SPGP0CZ01640	XP_018220988.1	A0A0L8RFR9	A0A0L8RFR9_SACEU	DI49_3323				DI49_3323	SFK1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	353		actin cytoskeleton organization [GO:0030036]; inositol lipid-mediated signaling [GO:0048017]; negative regulation of phospholipid translocation [GO:0061093]; vacuole organization [GO:0007033]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]													"TRANSMEM 12..34;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 130..154;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 160..184;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 232..256;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 268..287;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0CZ02020	336.619217979573	-1.53114760880592	0.235008585262465	-6.51528371653266	7.25523932716045e-11	7.54814035225223e-10	S_eubayanus	SPGP0CZ02020	XP_018221023.1	A0A0L8RFV2	A0A0L8RFV2_SACEU	DI49_3359				DI49_3359	Actin-related protein 2/3 complex subunit 4	unreviewed	Saccharomyces eubayanus (Yeast)	171		actin cortical patch organization [GO:0044396]; actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]	actin binding [GO:0003779]; molecular adaptor activity [GO:0060090]	actin cortical patch [GO:0030479]; Arp2/3 protein complex [GO:0005885]	FUNCTION: Functions as actin-binding component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks. Seems to contact the mother actin filament. {ECO:0000256|PIRNR:PIRNR039100}.										SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, actin patch {ECO:0000256|PIRNR:PIRNR039100}.					
SPGP0CZ02040	387.426062673187	-1.05402310890115	0.191083874980099	-5.51602331180965	3.46756283294383e-08	2.41503357642614e-07	S_eubayanus	SPGP0CZ02040	XP_018221025.1	A0A0L8RG06	A0A0L8RG06_SACEU	DI49_3361				DI49_3361	CCE1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	353		mitochondrial genome maintenance [GO:0000002]	endodeoxyribonuclease activity [GO:0004520]; nucleic acid binding [GO:0003676]	mitochondrial inner membrane [GO:0005743]																
SPGP0CZ02110	3093.90760598946	-1.03303101582858	0.168579654747242	-6.12785105876178	8.90739073781516e-10	7.9127321054258e-09	S_eubayanus	SPGP0CZ02110	XP_018221031.1	A0A0L8RFT6	A0A0L8RFT6_SACEU	DI49_3367				DI49_3367	RPL14A-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	138		translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]																
SPGP0CZ02140	41.4955492290846	-2.33357393055751	0.560128061902871	-4.16614358264765	3.09795625672168e-05	0.000131848669056623	S_eubayanus	SPGP0CZ02140	XP_018221034.1	A0A0L8RGI7	A0A0L8RGI7_SACEU	DI49_3370				DI49_3370	MRP17-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	131		translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	mitochondrial small ribosomal subunit [GO:0005763]																
SPGP0CZ02190	82.8206607622304	2.04317993059817	0.286605660159426	7.12888897400575	1.01182306270507e-12	1.36837742853293e-11	S_eubayanus	SPGP0CZ02190	XP_018221039.1	A0A0L8RGJ2	A0A0L8RGJ2_SACEU	DI49_3375				DI49_3375	OSH6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	448		endocytosis [GO:0006897]; exocytosis [GO:0006887]; maintenance of cell polarity [GO:0030011]; piecemeal microautophagy of the nucleus [GO:0034727]; sterol homeostasis [GO:0055092]; sterol metabolic process [GO:0016125]	phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; phosphatidylserine binding [GO:0001786]; phospholipid transporter activity [GO:0005548]; sterol transfer activity [GO:0120015]	cortical endoplasmic reticulum [GO:0032541]; extrinsic component of membrane [GO:0019898]																
SPGP0CZ02260	1304.729492606	1.17568291131156	0.236339474155764	4.97455160849134	6.53988399797668e-07	3.77920209857568e-06	S_eubayanus	SPGP0CZ02260	XP_018221046.1	A0A0L8RFV1	A0A0L8RFV1_SACEU	DI49_3383				DI49_3383	TOF2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	771		chromatin silencing at rDNA [GO:0000183]; protein localization to nucleolar rDNA repeats [GO:0034503]; rDNA condensation [GO:0070550]	phosphatase activator activity [GO:0019211]	nucleolus [GO:0005730]																
SPGP0CZ02270	457.883263102682	1.93408743069515	0.409079829835659	4.72789731889772	2.26856850001949e-06	1.19050693040222e-05	S_eubayanus	SPGP0CZ02270	XP_018221047.1	A0A0L8RFV6	A0A0L8RFV6_SACEU	DI49_3384				DI49_3384	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	357																				
SPGP0CZ02290	338.946900138946	-1.05399988720521	0.149681280676659	-7.04162793397028	1.90006642194711e-12	2.45962752903586e-11	S_eubayanus	SPGP0CZ02290	XP_018221049.1	A0A0L8RGJ9	A0A0L8RGJ9_SACEU	DI49_3386				DI49_3386	YPT52-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	236		endocytosis [GO:0006897]; Golgi to endosome transport [GO:0006895]; late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]; multivesicular body assembly [GO:0036258]; protein localization to endosome [GO:0036010]; protein targeting to vacuole [GO:0006623]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	cytosol [GO:0005829]; late endosome [GO:0005770]																
SPGP0CZ02300	4712.09622011681	1.0004315131834	0.135525337839212	7.38187802468579	1.56072149173769e-13	2.3183110551861e-12	S_eubayanus	SPGP0CZ02300	XP_018221050.1	A0A0L8RG27	A0A0L8RG27_SACEU	DI49_3387				DI49_3387	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	569																				
SPGP0CZ02360	63.0499793763802	1.08805618194965	0.301940847008734	3.6035408681164	0.000313911362972164	0.00109566674109814	S_eubayanus	SPGP0CZ02360	XP_018221056.1	A0A0L8RFW1	A0A0L8RFW1_SACEU	DI49_3393				DI49_3393	ALY1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	937		endocytosis [GO:0006897]; positive regulation of ubiquitin-dependent endocytosis [GO:2000397]; regulation of intracellular transport [GO:0032386]	ubiquitin protein ligase binding [GO:0031625]	early endosome [GO:0005769]; late endosome [GO:0005770]																
SPGP0CZ02540	147.465235209733	1.31703332130139	0.323341103220068	4.07320105048633	4.6371361648987e-05	0.000190122582760847	S_eubayanus	SPGP0CZ02540	XP_018221074.1	A0A0L8RGM5	A0A0L8RGM5_SACEU	DI49_3414				DI49_3414	UTH1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	363		autophagy of mitochondrion [GO:0000422]; fungal-type cell wall biogenesis [GO:0009272]		extrinsic component of mitochondrial inner membrane [GO:0031314]																
